country,frequency_of_observation,measure,unit_of_measure,health_care_provider,asset_type,price_base,year,obs_value,base_per,unit_multiplier,decimals
Australia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2015,31.0,,Millions,1
Australia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2014,23.0,,Millions,1
Australia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2018,21.0,,Millions,1
Australia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2017,7.0,,Millions,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2012,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2011,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2010,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2009,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2008,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2007,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2006,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2005,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2018,100.0,,Units,1
Chile,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2017,440660.074,,Millions,1
Chile,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2016,512023.352,,Millions,1
Chile,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2013,376188.549,,Millions,1
Chile,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2002,49843.947,,Millions,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2006,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2005,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2004,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2003,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2002,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2001,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Infrastructure,Not applicable,2013,42.927,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Infrastructure,Not applicable,2012,48.188,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Infrastructure,Not applicable,2011,44.264,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Infrastructure,Not applicable,2010,44.216,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Infrastructure,Not applicable,2009,37.158,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Infrastructure,Not applicable,2008,49.097,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2018,0.084,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2017,0.068,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2016,0.061,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2015,0.063,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2014,0.07,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2013,0.023,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2012,0.023,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2011,0.025,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2010,0.024,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2009,0.03,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2008,0.029,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2007,0.023,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2006,0.023,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2005,0.028,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2004,0.037,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2003,0.035,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2002,0.034,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2001,0.043,,Units,1
Portugal,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Constant prices,2018,70.543,2015.0,Millions,1
Portugal,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Constant prices,2017,42.147,2015.0,Millions,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Infrastructure,Not applicable,2007,82.725,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Infrastructure,Not applicable,2018,72.279,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Infrastructure,Not applicable,2016,71.159,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Infrastructure,Not applicable,2015,82.381,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Infrastructure,Not applicable,2014,81.105,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Infrastructure,Not applicable,2013,85.461,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Infrastructure,Not applicable,2012,82.205,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Infrastructure,Not applicable,2011,82.488,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Infrastructure,Not applicable,2010,79.893,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Infrastructure,Not applicable,2006,81.178,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Infrastructure,Not applicable,2009,78.505,,Units,1
Australia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Total,Not applicable,2015,0.021,,Units,1
Australia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Total,Not applicable,2014,0.012,,Units,1
Australia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Total,Not applicable,2003,0.379,,Units,1
Australia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Total,Not applicable,2002,0.456,,Units,1
Australia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Total,Not applicable,2001,0.41,,Units,1
Australia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Total,Not applicable,2018,0.029,,Units,1
Australia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Total,Not applicable,2017,0.022,,Units,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Total,Current prices,2012,608.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Total,Current prices,2011,1022.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Total,Current prices,2010,782.0,,Millions,1
